[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 1, 1]
[0, 0, 0, 0, 2, 2]
[0, 0, 0, 0, 3, 3]
[0, 0, 0, 0, 4, 4]
[0, 0, 0, 0, 5, 5]
[0, 0, 0, 0, 6, 6]
[0, 0, 0, 0, 7, 7]
[0, 0, 0, 0, 8, 8]
[0, 0, 0, 0, 9, 9]
[0, 0, 0, 0, 10, 10]
[0, 0, 0, 0, 11, 11]
[0, 0, 0, 0, 12, 12]
[0, 0, 0, 0, 13, 13]
[0, 0, 0, 0, 14, 14]
[0, 0, 0, 0, 15, 15]
[0, 0, 0, 0, 16, 3072]
[0, 0, 0, 0, 17, 3073]
[0, 0, 0, 0, 18, 3074]
[0, 0, 0, 0, 19, 3075]
[0, 0, 0, 0, 20, 3076]
[0, 0, 0, 0, 21, 3077]
[0, 0, 0, 0, 22, 3078]
[0, 0, 0, 0, 23, 3079]
[0, 0, 0, 0, 24, 3080]
[0, 0, 0, 0, 25, 3081]
[0, 0, 0, 0, 26, 3082]
[0, 0, 0, 0, 27, 3083]
[0, 0, 0, 0, 28, 3084]
[0, 0, 0, 0, 29, 3085]
[0, 0, 0, 0, 30, 3086]
[0, 0, 0, 0, 31, 3087]
[0, 0, 0, 0, 32, 6144]
[0, 0, 0, 0, 33, 6145]
[0, 0, 0, 0, 34, 6146]
[0, 0, 0, 0, 35, 6147]
[0, 0, 0, 0, 36, 6148]
[0, 0, 0, 0, 37, 6149]
[0, 0, 0, 0, 38, 6150]
[0, 0, 0, 0, 39, 6151]
[0, 0, 0, 0, 40, 6152]
[0, 0, 0, 0, 41, 6153]
[0, 0, 0, 0, 42, 6154]
[0, 0, 0, 0, 43, 6155]
[0, 0, 0, 0, 44, 6156]
[0, 0, 0, 0, 45, 6157]
[0, 0, 0, 0, 46, 6158]
[0, 0, 0, 0, 47, 6159]
[0, 0, 0, 0, 48, 9216]
[0, 0, 0, 0, 49, 9217]
[0, 0, 0, 0, 50, 9218]
[0, 0, 0, 0, 51, 9219]
[0, 0, 0, 0, 52, 9220]
[0, 0, 0, 0, 53, 9221]
[0, 0, 0, 0, 54, 9222]
[0, 0, 0, 0, 55, 9223]
[0, 0, 0, 0, 56, 9224]
[0, 0, 0, 0, 57, 9225]
[0, 0, 0, 0, 58, 9226]
[0, 0, 0, 0, 59, 9227]
[0, 0, 0, 0, 60, 9228]
[0, 0, 0, 0, 61, 9229]
[0, 0, 0, 0, 62, 9230]
[0, 0, 0, 0, 63, 9231]
[0, 0, 0, 1, 0, 16]
[0, 0, 0, 1, 1, 17]
[0, 0, 0, 1, 2, 18]
[0, 0, 0, 1, 3, 19]
[0, 0, 0, 1, 4, 20]
[0, 0, 0, 1, 5, 21]
[0, 0, 0, 1, 6, 22]
[0, 0, 0, 1, 7, 23]
[0, 0, 0, 1, 8, 24]
[0, 0, 0, 1, 9, 25]
[0, 0, 0, 1, 10, 26]
[0, 0, 0, 1, 11, 27]
[0, 0, 0, 1, 12, 28]
[0, 0, 0, 1, 13, 29]
[0, 0, 0, 1, 14, 30]
[0, 0, 0, 1, 15, 31]
[0, 0, 0, 1, 16, 3088]
[0, 0, 0, 1, 17, 3089]
[0, 0, 0, 1, 18, 3090]
[0, 0, 0, 1, 19, 3091]
[0, 0, 0, 1, 20, 3092]
[0, 0, 0, 1, 21, 3093]
[0, 0, 0, 1, 22, 3094]
[0, 0, 0, 1, 23, 3095]
[0, 0, 0, 1, 24, 3096]
[0, 0, 0, 1, 25, 3097]
[0, 0, 0, 1, 26, 3098]
[0, 0, 0, 1, 27, 3099]
[0, 0, 0, 1, 28, 3100]
[0, 0, 0, 1, 29, 3101]
[0, 0, 0, 1, 30, 3102]
[0, 0, 0, 1, 31, 3103]
[0, 0, 0, 1, 32, 6160]
[0, 0, 0, 1, 33, 6161]
[0, 0, 0, 1, 34, 6162]
[0, 0, 0, 1, 35, 6163]
[0, 0, 0, 1, 36, 6164]
[0, 0, 0, 1, 37, 6165]
[0, 0, 0, 1, 38, 6166]
[0, 0, 0, 1, 39, 6167]
[0, 0, 0, 1, 40, 6168]
[0, 0, 0, 1, 41, 6169]
[0, 0, 0, 1, 42, 6170]
[0, 0, 0, 1, 43, 6171]
[0, 0, 0, 1, 44, 6172]
[0, 0, 0, 1, 45, 6173]
[0, 0, 0, 1, 46, 6174]
[0, 0, 0, 1, 47, 6175]
[0, 0, 0, 1, 48, 9232]
[0, 0, 0, 1, 49, 9233]
[0, 0, 0, 1, 50, 9234]
[0, 0, 0, 1, 51, 9235]
[0, 0, 0, 1, 52, 9236]
[0, 0, 0, 1, 53, 9237]
[0, 0, 0, 1, 54, 9238]
[0, 0, 0, 1, 55, 9239]
[0, 0, 0, 1, 56, 9240]
[0, 0, 0, 1, 57, 9241]
[0, 0, 0, 1, 58, 9242]
[0, 0, 0, 1, 59, 9243]
[0, 0, 0, 1, 60, 9244]
[0, 0, 0, 1, 61, 9245]
[0, 0, 0, 1, 62, 9246]
[0, 0, 0, 1, 63, 9247]
[0, 0, 0, 2, 0, 32]
[0, 0, 0, 2, 1, 33]
[0, 0, 0, 2, 2, 34]
[0, 0, 0, 2, 3, 35]
[0, 0, 0, 2, 4, 36]
[0, 0, 0, 2, 5, 37]
[0, 0, 0, 2, 6, 38]
[0, 0, 0, 2, 7, 39]
[0, 0, 0, 2, 8, 40]
[0, 0, 0, 2, 9, 41]
[0, 0, 0, 2, 10, 42]
[0, 0, 0, 2, 11, 43]
[0, 0, 0, 2, 12, 44]
[0, 0, 0, 2, 13, 45]
[0, 0, 0, 2, 14, 46]
[0, 0, 0, 2, 15, 47]
[0, 0, 0, 2, 16, 3104]
[0, 0, 0, 2, 17, 3105]
[0, 0, 0, 2, 18, 3106]
[0, 0, 0, 2, 19, 3107]
[0, 0, 0, 2, 20, 3108]
[0, 0, 0, 2, 21, 3109]
[0, 0, 0, 2, 22, 3110]
[0, 0, 0, 2, 23, 3111]
[0, 0, 0, 2, 24, 3112]
[0, 0, 0, 2, 25, 3113]
[0, 0, 0, 2, 26, 3114]
[0, 0, 0, 2, 27, 3115]
[0, 0, 0, 2, 28, 3116]
[0, 0, 0, 2, 29, 3117]
[0, 0, 0, 2, 30, 3118]
[0, 0, 0, 2, 31, 3119]
[0, 0, 0, 2, 32, 6176]
[0, 0, 0, 2, 33, 6177]
[0, 0, 0, 2, 34, 6178]
[0, 0, 0, 2, 35, 6179]
[0, 0, 0, 2, 36, 6180]
[0, 0, 0, 2, 37, 6181]
[0, 0, 0, 2, 38, 6182]
[0, 0, 0, 2, 39, 6183]
[0, 0, 0, 2, 40, 6184]
[0, 0, 0, 2, 41, 6185]
[0, 0, 0, 2, 42, 6186]
[0, 0, 0, 2, 43, 6187]
[0, 0, 0, 2, 44, 6188]
[0, 0, 0, 2, 45, 6189]
[0, 0, 0, 2, 46, 6190]
[0, 0, 0, 2, 47, 6191]
[0, 0, 0, 2, 48, 9248]
[0, 0, 0, 2, 49, 9249]
[0, 0, 0, 2, 50, 9250]
[0, 0, 0, 2, 51, 9251]
[0, 0, 0, 2, 52, 9252]
[0, 0, 0, 2, 53, 9253]
[0, 0, 0, 2, 54, 9254]
[0, 0, 0, 2, 55, 9255]
[0, 0, 0, 2, 56, 9256]
[0, 0, 0, 2, 57, 9257]
[0, 0, 0, 2, 58, 9258]
[0, 0, 0, 2, 59, 9259]
[0, 0, 0, 2, 60, 9260]
[0, 0, 0, 2, 61, 9261]
[0, 0, 0, 2, 62, 9262]
[0, 0, 0, 2, 63, 9263]
[0, 0, 0, 3, 0, 48]
[0, 0, 0, 3, 1, 49]
[0, 0, 0, 3, 2, 50]
[0, 0, 0, 3, 3, 51]
[0, 0, 0, 3, 4, 52]
[0, 0, 0, 3, 5, 53]
[0, 0, 0, 3, 6, 54]
[0, 0, 0, 3, 7, 55]
[0, 0, 0, 3, 8, 56]
[0, 0, 0, 3, 9, 57]
[0, 0, 0, 3, 10, 58]
[0, 0, 0, 3, 11, 59]
[0, 0, 0, 3, 12, 60]
[0, 0, 0, 3, 13, 61]
[0, 0, 0, 3, 14, 62]
[0, 0, 0, 3, 15, 63]
[0, 0, 0, 3, 16, 3120]
[0, 0, 0, 3, 17, 3121]
[0, 0, 0, 3, 18, 3122]
[0, 0, 0, 3, 19, 3123]
[0, 0, 0, 3, 20, 3124]
[0, 0, 0, 3, 21, 3125]
[0, 0, 0, 3, 22, 3126]
[0, 0, 0, 3, 23, 3127]
[0, 0, 0, 3, 24, 3128]
[0, 0, 0, 3, 25, 3129]
[0, 0, 0, 3, 26, 3130]
[0, 0, 0, 3, 27, 3131]
[0, 0, 0, 3, 28, 3132]
[0, 0, 0, 3, 29, 3133]
[0, 0, 0, 3, 30, 3134]
[0, 0, 0, 3, 31, 3135]
[0, 0, 0, 3, 32, 6192]
[0, 0, 0, 3, 33, 6193]
[0, 0, 0, 3, 34, 6194]
[0, 0, 0, 3, 35, 6195]
[0, 0, 0, 3, 36, 6196]
[0, 0, 0, 3, 37, 6197]
[0, 0, 0, 3, 38, 6198]
[0, 0, 0, 3, 39, 6199]
[0, 0, 0, 3, 40, 6200]
[0, 0, 0, 3, 41, 6201]
[0, 0, 0, 3, 42, 6202]
[0, 0, 0, 3, 43, 6203]
[0, 0, 0, 3, 44, 6204]
[0, 0, 0, 3, 45, 6205]
[0, 0, 0, 3, 46, 6206]
[0, 0, 0, 3, 47, 6207]
[0, 0, 0, 3, 48, 9264]
[0, 0, 0, 3, 49, 9265]
[0, 0, 0, 3, 50, 9266]
[0, 0, 0, 3, 51, 9267]
[0, 0, 0, 3, 52, 9268]
[0, 0, 0, 3, 53, 9269]
[0, 0, 0, 3, 54, 9270]
[0, 0, 0, 3, 55, 9271]
[0, 0, 0, 3, 56, 9272]
[0, 0, 0, 3, 57, 9273]
[0, 0, 0, 3, 58, 9274]
[0, 0, 0, 3, 59, 9275]
[0, 0, 0, 3, 60, 9276]
[0, 0, 0, 3, 61, 9277]
[0, 0, 0, 3, 62, 9278]
[0, 0, 0, 3, 63, 9279]
[0, 0, 0, 4, 0, 64]
[0, 0, 0, 4, 1, 65]
[0, 0, 0, 4, 2, 66]
[0, 0, 0, 4, 3, 67]
[0, 0, 0, 4, 4, 68]
[0, 0, 0, 4, 5, 69]
[0, 0, 0, 4, 6, 70]
[0, 0, 0, 4, 7, 71]
[0, 0, 0, 4, 8, 72]
[0, 0, 0, 4, 9, 73]
[0, 0, 0, 4, 10, 74]
[0, 0, 0, 4, 11, 75]
[0, 0, 0, 4, 12, 76]
[0, 0, 0, 4, 13, 77]
[0, 0, 0, 4, 14, 78]
[0, 0, 0, 4, 15, 79]
[0, 0, 0, 4, 16, 3136]
[0, 0, 0, 4, 17, 3137]
[0, 0, 0, 4, 18, 3138]
[0, 0, 0, 4, 19, 3139]
[0, 0, 0, 4, 20, 3140]
[0, 0, 0, 4, 21, 3141]
[0, 0, 0, 4, 22, 3142]
[0, 0, 0, 4, 23, 3143]
[0, 0, 0, 4, 24, 3144]
[0, 0, 0, 4, 25, 3145]
[0, 0, 0, 4, 26, 3146]
[0, 0, 0, 4, 27, 3147]
[0, 0, 0, 4, 28, 3148]
[0, 0, 0, 4, 29, 3149]
[0, 0, 0, 4, 30, 3150]
[0, 0, 0, 4, 31, 3151]
[0, 0, 0, 4, 32, 6208]
[0, 0, 0, 4, 33, 6209]
[0, 0, 0, 4, 34, 6210]
[0, 0, 0, 4, 35, 6211]
[0, 0, 0, 4, 36, 6212]
[0, 0, 0, 4, 37, 6213]
[0, 0, 0, 4, 38, 6214]
[0, 0, 0, 4, 39, 6215]
[0, 0, 0, 4, 40, 6216]
