0,1 ;61440,1 ;122880,1 ;184320,1 ;245760,1 ;307200,1 ;368640,1 ;430080,1 ;491520,1 ;552960,1 ;614400,1 ;675840,1 ;737280,1 ;798720,1 ;860160,1 ;921600,1 ;
1,1 ;61441,1 ;122881,1 ;184321,1 ;245761,1 ;307201,1 ;368641,1 ;430081,1 ;491521,1 ;552961,1 ;614401,1 ;675841,1 ;737281,1 ;798721,1 ;860161,1 ;921601,1 ;
2,1 ;61442,1 ;122882,1 ;184322,1 ;245762,1 ;307202,1 ;368642,1 ;430082,1 ;491522,1 ;552962,1 ;614402,1 ;675842,1 ;737282,1 ;798722,1 ;860162,1 ;921602,1 ;
3,1 ;61443,1 ;122883,1 ;184323,1 ;245763,1 ;307203,1 ;368643,1 ;430083,1 ;491523,1 ;552963,1 ;614403,1 ;675843,1 ;737283,1 ;798723,1 ;860163,1 ;921603,1 ;
3840,1 ;65280,1 ;126720,1 ;188160,1 ;249600,1 ;311040,1 ;372480,1 ;433920,1 ;495360,1 ;556800,1 ;618240,1 ;679680,1 ;741120,1 ;802560,1 ;864000,1 ;925440,1 ;
3841,1 ;65281,1 ;126721,1 ;188161,1 ;249601,1 ;311041,1 ;372481,1 ;433921,1 ;495361,1 ;556801,1 ;618241,1 ;679681,1 ;741121,1 ;802561,1 ;864001,1 ;925441,1 ;
3842,1 ;65282,1 ;126722,1 ;188162,1 ;249602,1 ;311042,1 ;372482,1 ;433922,1 ;495362,1 ;556802,1 ;618242,1 ;679682,1 ;741122,1 ;802562,1 ;864002,1 ;925442,1 ;
3843,1 ;65283,1 ;126723,1 ;188163,1 ;249603,1 ;311043,1 ;372483,1 ;433923,1 ;495363,1 ;556803,1 ;618243,1 ;679683,1 ;741123,1 ;802563,1 ;864003,1 ;925443,1 ;
7680,1 ;69120,1 ;130560,1 ;192000,1 ;253440,1 ;314880,1 ;376320,1 ;437760,1 ;499200,1 ;560640,1 ;622080,1 ;683520,1 ;744960,1 ;806400,1 ;867840,1 ;929280,1 ;
7681,1 ;69121,1 ;130561,1 ;192001,1 ;253441,1 ;314881,1 ;376321,1 ;437761,1 ;499201,1 ;560641,1 ;622081,1 ;683521,1 ;744961,1 ;806401,1 ;867841,1 ;929281,1 ;
7682,1 ;69122,1 ;130562,1 ;192002,1 ;253442,1 ;314882,1 ;376322,1 ;437762,1 ;499202,1 ;560642,1 ;622082,1 ;683522,1 ;744962,1 ;806402,1 ;867842,1 ;929282,1 ;
7683,1 ;69123,1 ;130563,1 ;192003,1 ;253443,1 ;314883,1 ;376323,1 ;437763,1 ;499203,1 ;560643,1 ;622083,1 ;683523,1 ;744963,1 ;806403,1 ;867843,1 ;929283,1 ;
11520,1 ;72960,1 ;134400,1 ;195840,1 ;257280,1 ;318720,1 ;380160,1 ;441600,1 ;503040,1 ;564480,1 ;625920,1 ;687360,1 ;748800,1 ;810240,1 ;871680,1 ;933120,1 ;
11521,1 ;72961,1 ;134401,1 ;195841,1 ;257281,1 ;318721,1 ;380161,1 ;441601,1 ;503041,1 ;564481,1 ;625921,1 ;687361,1 ;748801,1 ;810241,1 ;871681,1 ;933121,1 ;
11522,1 ;72962,1 ;134402,1 ;195842,1 ;257282,1 ;318722,1 ;380162,1 ;441602,1 ;503042,1 ;564482,1 ;625922,1 ;687362,1 ;748802,1 ;810242,1 ;871682,1 ;933122,1 ;
11523,1 ;72963,1 ;134403,1 ;195843,1 ;257283,1 ;318723,1 ;380163,1 ;441603,1 ;503043,1 ;564483,1 ;625923,1 ;687363,1 ;748803,1 ;810243,1 ;871683,1 ;933123,1 ;
