256,1 ;49408,1 ;98560,1 ;147712,1 ;196864,1 ;246016,1 ;295168,1 ;344320,1 ;393472,1 ;442624,1 ;491776,1 ;540928,1 ;590080,1 ;639232,1 ;688384,1 ;737536,1 ;786688,1 ;835840,1 ;884992,1 ;934144,1 ;983296,1 ;1032448,1 ;1081600,1 ;1130752,1 ;1179904,1 ;1229056,1 ;1278208,1 ;1327360,1 ;1376512,1 ;1425664,1 ;
257,1 ;49409,1 ;98561,1 ;147713,1 ;196865,1 ;246017,1 ;295169,1 ;344321,1 ;393473,1 ;442625,1 ;491777,1 ;540929,1 ;590081,1 ;639233,1 ;688385,1 ;737537,1 ;786689,1 ;835841,1 ;884993,1 ;934145,1 ;983297,1 ;1032449,1 ;1081601,1 ;1130753,1 ;1179905,1 ;1229057,1 ;1278209,1 ;1327361,1 ;1376513,1 ;1425665,1 ;
258,1 ;49410,1 ;98562,1 ;147714,1 ;196866,1 ;246018,1 ;295170,1 ;344322,1 ;393474,1 ;442626,1 ;491778,1 ;540930,1 ;590082,1 ;639234,1 ;688386,1 ;737538,1 ;786690,1 ;835842,1 ;884994,1 ;934146,1 ;983298,1 ;1032450,1 ;1081602,1 ;1130754,1 ;1179906,1 ;1229058,1 ;1278210,1 ;1327362,1 ;1376514,1 ;1425666,1 ;
259,1 ;49411,1 ;98563,1 ;147715,1 ;196867,1 ;246019,1 ;295171,1 ;344323,1 ;393475,1 ;442627,1 ;491779,1 ;540931,1 ;590083,1 ;639235,1 ;688387,1 ;737539,1 ;786691,1 ;835843,1 ;884995,1 ;934147,1 ;983299,1 ;1032451,1 ;1081603,1 ;1130755,1 ;1179907,1 ;1229059,1 ;1278211,1 ;1327363,1 ;1376515,1 ;1425667,1 ;
260,1 ;49412,1 ;98564,1 ;147716,1 ;196868,1 ;246020,1 ;295172,1 ;344324,1 ;393476,1 ;442628,1 ;491780,1 ;540932,1 ;590084,1 ;639236,1 ;688388,1 ;737540,1 ;786692,1 ;835844,1 ;884996,1 ;934148,1 ;983300,1 ;1032452,1 ;1081604,1 ;1130756,1 ;1179908,1 ;1229060,1 ;1278212,1 ;1327364,1 ;1376516,1 ;1425668,1 ;
261,1 ;49413,1 ;98565,1 ;147717,1 ;196869,1 ;246021,1 ;295173,1 ;344325,1 ;393477,1 ;442629,1 ;491781,1 ;540933,1 ;590085,1 ;639237,1 ;688389,1 ;737541,1 ;786693,1 ;835845,1 ;884997,1 ;934149,1 ;983301,1 ;1032453,1 ;1081605,1 ;1130757,1 ;1179909,1 ;1229061,1 ;1278213,1 ;1327365,1 ;1376517,1 ;1425669,1 ;
262,1 ;49414,1 ;98566,1 ;147718,1 ;196870,1 ;246022,1 ;295174,1 ;344326,1 ;393478,1 ;442630,1 ;491782,1 ;540934,1 ;590086,1 ;639238,1 ;688390,1 ;737542,1 ;786694,1 ;835846,1 ;884998,1 ;934150,1 ;983302,1 ;1032454,1 ;1081606,1 ;1130758,1 ;1179910,1 ;1229062,1 ;1278214,1 ;1327366,1 ;1376518,1 ;1425670,1 ;
263,1 ;49415,1 ;98567,1 ;147719,1 ;196871,1 ;246023,1 ;295175,1 ;344327,1 ;393479,1 ;442631,1 ;491783,1 ;540935,1 ;590087,1 ;639239,1 ;688391,1 ;737543,1 ;786695,1 ;835847,1 ;884999,1 ;934151,1 ;983303,1 ;1032455,1 ;1081607,1 ;1130759,1 ;1179911,1 ;1229063,1 ;1278215,1 ;1327367,1 ;1376519,1 ;1425671,1 ;
264,1 ;49416,1 ;98568,1 ;147720,1 ;196872,1 ;246024,1 ;295176,1 ;344328,1 ;393480,1 ;442632,1 ;491784,1 ;540936,1 ;590088,1 ;639240,1 ;688392,1 ;737544,1 ;786696,1 ;835848,1 ;885000,1 ;934152,1 ;983304,1 ;1032456,1 ;1081608,1 ;1130760,1 ;1179912,1 ;1229064,1 ;1278216,1 ;1327368,1 ;1376520,1 ;1425672,1 ;
265,1 ;49417,1 ;98569,1 ;147721,1 ;196873,1 ;246025,1 ;295177,1 ;344329,1 ;393481,1 ;442633,1 ;491785,1 ;540937,1 ;590089,1 ;639241,1 ;688393,1 ;737545,1 ;786697,1 ;835849,1 ;885001,1 ;934153,1 ;983305,1 ;1032457,1 ;1081609,1 ;1130761,1 ;1179913,1 ;1229065,1 ;1278217,1 ;1327369,1 ;1376521,1 ;1425673,1 ;
